len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
62,4,0,0,9,1,18,2,1,0,14,8.5,7,7,0,35,3,0,0,0,0,0,2,10,47,-1,http://chaseemailhelp.com/channel/82c7da8183991e97dc75340efcff36aa...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,233,7,202,-1,http://www.redrosetea.com/,0
24,2,0,1,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,207,21,1189,-1,http://www.parfums-jamaica.com/,0
33,3,0,0,9,1,12,3,1,0,5,3.333333333,7,7,0,12,1,0,0,0,0,0,-1,-1,-1,-1,http://www.slctr.lk/GRACEME/ourtime.html,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,222,6,174,76179,http://www.thenakedpc.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,165,3,318,17701,http://www.bowmanbeauty.com/,0
14,2,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.hepcat.se/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,198,6,254,-1,http://www.ageof.com/,0
66,5,0,0,1,0,14,3,0,0,8,4,0,0,0,51,3,0,0,0,0,0,46,2,-1,-1,http://sw.telefunk.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,1
30,3,0,0,1,0,29,4,0,0,19,6.5,0,0,0,0,0,0,0,0,0,0,41,7,520,-1,https://www.floralcraftsupplies.co.uk/,0
21,1,0,0,1,0,12,2,0,0,8,5.5,0,0,0,8,0,0,0,0,0,0,3,9,3,0,http://fasonery.net/office11,1
66,6,1,0,22,2,13,3,2,0,5,3.666666667,13,9.5,0,10,1,0,21,1,12,0,14,-2,29,-1,http://www.ssavy.com/secure/bankofamerica/signon.php?section=signinpag...,1
66,6,0,0,38,2,14,3,2,0,6,4,28,17.5,0,10,1,0,4,1,0,0,39,9,78,-1,http://www.editey.com/preview/0B92C0zBMoqiOWjRHcktuQzJBX3M/index.html?...,1
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,45,3,210,98902,http://www.listofsearchengines.org/,0
27,2,0,0,17,2,10,3,2,0,3,2.666666667,10,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://woj.com.br/craftcheck/page/,1
66,4,0,0,40,2,14,2,2,0,10,6.5,32,18.5,0,12,3,0,0,0,0,0,5,7,62,-1,http://top10filmy.com/index/7d490022ef5168c41669aa7a2de6c3d5/cdfc2a6c8...,1
54,6,0,0,24,3,21,5,3,0,5,3.4,8,6.666666667,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://www.amsta.leeds.ac.uk/Applied/CAGD.dir/PRIDE/index.htm,0
49,3,0,0,27,4,14,3,4,0,6,4,8,5.5,0,8,1,0,0,0,0,0,242,46,1912,-1,http://www.ticalc.org/archives/files/fileinfo/4/452.html,0
66,4,0,0,28,5,17,2,5,0,14,8,7,4.4,0,21,3,0,0,0,0,0,-1,-1,-1,-1,http://ecoledelapomme.ch/sio/-/lara/nadee55/siralah/8ed8dacb8dcfdaafc9...,1
66,5,0,0,28,4,13,3,4,0,6,3.666666667,7,5.75,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://adicon.com.cn/images/qkfiles/201507/Home/07435316930a50578f2117...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,210,18,584,-1,http://www.realguns.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,194,10,87,98083,http://www.equistrip.com/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,232,32,1404,-1,http://www.collectorsfirearms.com/,0
56,4,0,0,31,4,22,2,4,0,18,10.5,11,6.5,0,3,3,0,0,0,0,0,97,4,254,-1,http://themarketingremedy.com/wp-includes/cache/cache/usfrd/...,1
38,2,0,0,13,2,19,3,2,0,11,5.666666667,6,5,0,6,0,0,0,0,0,0,11,1,347,-1,http://www.framlintech.com/images/jpsf/paypal,1
52,4,0,0,25,3,24,2,3,0,20,11.5,11,7,0,3,3,0,0,0,0,0,18,6,187,-1,http://heritageinyounghands.com/wp-includes/js/plupload/...,1
27,2,0,1,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,168,84,373,-1,http://www.affordable-resumes.com/,0
47,4,0,0,27,2,17,2,2,0,13,8,15,12,0,3,3,0,0,0,0,0,53,7,474,-1,http://forestersrest.com/illumtechnology/filewords/...,1
66,9,0,0,27,2,14,3,2,0,8,4,16,12,0,25,7,0,0,0,0,0,188,4,608,-1,http://gdtennis.co.uk/GDTennis/Wellington_files/online.hmrc.gov.uk.tax...,1
27,2,0,0,1,0,26,3,0,0,19,8,0,0,0,0,0,0,0,0,0,0,-1,9,-1,110016,http://www.indiaeducationdiary.in/,0
50,5,0,0,23,3,17,5,3,0,3,2.6,10,6.333333333,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://cgi.csc.liv.ac.uk/~ped/teachadmin/algor/algor.html,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,163,5,234,13753,http://www.ilovechickenpoop.com/,0
44,6,0,3,1,0,30,3,0,0,23,9.333333333,0,0,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://sefty-pages-masagge-inc.esy.es/indexx.htm...,1
20,2,0,0,1,0,19,3,0,0,7,5.666666667,0,0,0,0,0,0,0,0,0,0,169,11,68,431,http://cricket.deepthi.com/,0
66,5,0,1,19,2,15,3,2,0,9,4.333333333,11,8,0,32,3,0,0,0,0,0,27,21,95,-1,http://medi-surg.co.uk/wp-includes/fonts/8c798a01b3c3e749e55d811be7d3c...,1
21,1,0,0,6,1,15,2,1,0,11,7,4,4,0,0,0,0,0,0,0,0,46,2,327,23401,http://litefieldng.com/USAA/,1
20,1,0,2,1,0,19,2,0,0,15,9,0,0,0,0,0,0,0,0,0,0,221,7,489,-1,http://gray-seddon-tea.com/,0
38,2,1,2,18,1,20,3,1,0,13,6,16,16,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://ads-active-fb.esy.es/Confirmations-ID/,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,187,77,196,-1,http://www.pratahkal.com/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,215,49,361,-1,http://www.penelopesteatime.com/,0
33,2,0,0,4,1,20,3,1,0,13,6,2,2,0,9,0,0,0,0,0,0,-1,-1,-1,-1,http://devutilidades.com.br/11/filewords,1
43,6,0,1,1,0,18,3,0,0,12,5.333333333,0,0,0,24,4,1,0,0,0,0,-1,-1,-1,-1,http://setings-apps.at.ua/welcome-settings.html...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cellprofiler.org/,0
66,4,0,1,21,2,14,2,2,0,11,6.5,10,9,0,31,3,0,0,0,0,0,15,9,-1,-1,http://keratin-spb.ru/checkpoint/security/5ittt0ul6zx6rbyljqthmxrbgv3f...,1
66,6,1,0,30,4,25,3,4,0,17,7.666666667,8,6.25,0,11,4,0,0,0,0,0,-1,-1,-1,-1,http://www.artistsoftanzania.org/claimc/language/en-GB/update/websc.ph...,1
66,4,0,0,29,3,28,2,3,0,24,13.5,10,8.333333333,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://peninsulapovertyresponse.org/wp-content/uploads/document/1e92f6...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,196,8,51,-1,http://www.wasanonline.com/,0
30,3,0,0,1,0,12,2,0,0,8,5.5,0,0,0,17,2,0,0,0,0,0,3,21,40,-1,http://dutysale.com/allsiteinc.co.org,1
66,4,0,0,20,2,16,2,2,0,12,7.5,10,8.5,0,30,3,3,0,0,0,0,13,11,73,-1,http://babyjalaibee.com/wp-content/plugins/cresta-social-share-counter...,1
15,1,0,0,5,1,10,2,1,0,7,4.5,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://bestpen.at/TUE/,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,275,1,277,300990001,http://www.primerica.com/,0
52,5,0,0,16,1,22,2,1,0,18,10.5,14,14,0,14,4,0,0,0,0,0,49,11,13,-1,http://outsourcingengines.com/YAHOO%20CENTER/action.html...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,91,17,52,193,http://www.fpmusic.org/,0
27,2,0,0,5,1,22,3,1,0,14,6.666666667,3,3,0,0,0,0,0,0,0,0,235,17,24,-1,http://www.madeinpakistan.com/bnc/,0
57,4,0,1,42,3,12,2,3,0,8,5.5,32,12.66666667,0,3,3,0,0,0,0,0,22,2,304,603014,http://titan-nn.com/cli/css/3b24a492a99adcd327eedc51576badd4/...,1
55,6,1,0,12,1,19,3,1,0,12,5.666666667,10,10,0,24,4,0,0,0,0,0,-1,-1,-1,-1,http://qualyprintbh.com.br/formulario/LoginVerification.php...,1
63,9,0,0,46,2,14,3,2,0,7,4,30,21.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://topmiss.com.br/entropybanner/usaa.com.ent987383.lomy73.scem/...,1
66,4,0,1,34,1,14,2,1,0,9,6.5,32,32,0,18,3,0,0,0,0,0,3,9,16,842,http://renew-all.info/47a2b48ad194df92ed8b50c0d3b2ac7e/47a2b48ad194df9...,1
65,4,0,0,34,7,17,2,7,0,13,8,10,3.714285714,0,0,0,0,14,1,7,1,12,0,355,-1,"http://imperadorgate.com/bb/portalbb/home29,116/116/1/2/2/?pt-BR=2805...",1
66,5,0,0,25,3,38,3,3,0,23,12,10,7,0,3,3,0,0,0,0,0,81,3,85,32302,http://tallahasseespeechcenter.verityjane.net/wp-content/uploads/2016/...,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,229,23,212,18,http://www.lcfc.com/,0
20,1,0,0,1,0,19,2,0,0,15,9,0,0,0,0,0,0,0,0,0,0,146,22,72,99705,http://northpolecoffee.com/,0
18,3,0,0,1,0,17,4,0,0,5,3.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ldc.upenn.edu/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,216,96,589,890310520,http://www.antiquefirearms.com/,0
66,5,0,0,32,6,23,3,6,0,17,7,11,4.166666667,0,11,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk///wp-includes/SimplePie//Parse/standard...,1
66,5,0,0,41,3,18,3,3,0,10,5.333333333,32,12.33333333,0,7,3,0,0,0,0,0,3,9,87,-1,http://www.bofaealert.net/bofa/x/8a592f0467a894691798a9f35885ca8a/site...,1
66,9,1,0,1,0,31,6,0,0,8,4.333333333,0,0,0,34,4,3,0,0,0,0,-1,-1,-1,-1,http://accounts.googe.com.mjca2.com.br/1MSW1TVT.php-1464953965-1-2e6e4...,1
66,9,1,0,1,0,31,6,0,0,8,4.333333333,0,0,0,34,4,3,0,0,0,0,-1,-1,-1,-1,http://accounts.googe.com.mjca2.com.br/XW1R2VT6.php-1465056566-1-1f48b...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.google.org/,0
28,2,0,0,7,1,19,3,1,0,11,5.666666667,5,5,0,2,0,0,0,0,0,0,184,8,114,138050,http://www.trainingpia.com/flash/uk,1
66,4,0,0,48,6,14,2,6,0,11,6.5,18,6.833333333,0,4,3,0,0,0,0,0,56,4,-1,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/1...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,219,33,914,-1,http://www.jimpattison.com/,0
66,4,1,1,33,4,11,2,4,0,8,5,10,7,0,22,3,0,0,0,0,0,-1,-1,-1,-1,http://sls-bvba.eu/uploads/tx_felogin/felogin/bvba/1a3de9ab1f7c5b503b0...,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,243,117,83,-1,http://www.sees.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,170,58,2,-1,http://www.anandfoundation.com/,0
66,6,1,1,14,2,30,4,2,0,12,6.75,6,5.5,0,22,3,0,0,0,0,0,-1,-1,-1,-1,http://appleid-news.trinidadsl.com.ar/Apple/signin/284e9dfd0a50a751de8...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,20,4,66,78018,http://www.3shopp.com/,1
29,1,0,1,10,1,19,2,1,0,15,9,8,8,0,0,0,0,0,0,0,0,213,3,674,462023657,http://the-stewardship.org/research/,0
46,5,0,0,23,2,20,3,2,0,13,6,13,10,0,3,3,0,0,0,0,0,-1,-1,-1,-1,https://www.cardsolutions.eu/administrator/dropbox/...,1
24,2,0,0,1,0,23,3,0,0,12,7,0,0,0,0,0,0,0,0,0,0,263,1,269,-1,http://kkreations_0.tripod.com/,0
55,6,0,0,24,2,19,3,2,0,12,5.666666667,14,10.5,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://www.dainugardumi.lv/modules/mod_latestnews/index.htm...,1
58,6,1,0,24,3,18,3,3,0,8,5.333333333,9,6.666666667,0,16,4,0,0,0,0,0,-1,-1,-1,-1,http://gralik.projekty.pl/includes/jss/odersheet/weblogin.html...,1
19,2,0,0,1,0,18,3,0,0,8,5.333333333,0,0,0,0,0,0,0,0,0,0,-1,7,-1,91521,http://disneyxd.disney.in/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,197,19,373,-1,http://www.worldclassresumes.com/,0
66,7,0,0,19,2,18,3,2,0,12,5.333333333,14,8,0,29,3,1,0,0,0,0,-1,-1,-1,-1,http://planestrains.co.za/db/Mobile.free.fr/FactureMobile-ID8946512379...,1
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,166,2,5049,32258,http://www.johnsvintageradio.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,143,13,348,-1,http://www.choclatique.com/,0
66,5,0,0,1,0,25,3,0,0,18,7.666666667,0,0,0,40,3,4,0,0,0,0,-1,-1,-1,-1,http://absolutefootclinic.com.au/detour-start-detourId=IsCADMember-CAD...,1
24,3,0,0,7,1,17,4,1,0,5,3.5,5,5,0,0,0,0,0,0,0,0,-1,5,-1,-1,http://www.diam.unige.it/~irro/,0
31,4,1,0,1,0,30,5,0,0,9,5.2,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://secure.square.loginidqx.usa.cc/,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,191,36,373,-1,http://www.dickrutan.com/,0
66,5,0,0,11,2,25,3,2,0,11,7.666666667,4,4,0,30,3,0,0,0,0,0,30,6,383,39,http://www.bookkeepers.directory/mama/mama/a6cd59d647dda5d636a96e39289...,1
66,5,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,53,3,0,0,0,0,0,-1,-1,-1,-1,http://www.avn.life/CIBCOnline%20olbtxn%20Authentication%20SignOn%20ci...,1
47,7,0,0,10,2,28,4,2,0,17,6.25,5,3.5,0,9,4,0,0,0,0,0,-1,-1,-1,-1,http://www.futurebookkeeping.com.au/db/Barcs/b2.htm...,1
25,1,0,0,6,1,12,2,1,0,8,5.5,4,4,0,7,0,0,0,0,0,0,12,12,27,-1,http://buzzooks.com/mail/dropbox,1
66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/2153c968...,1
66,5,0,0,48,5,15,2,5,0,11,7,11,8.4,0,3,3,0,0,0,0,0,27,21,50,0,http://rgbirdgames.com/vrapids.com/wp-content/languages/plugins/usaa1/...,1
66,4,0,0,1,0,14,2,0,0,11,6.5,0,0,0,51,3,0,0,0,0,0,17,7,-1,-1,http://mybuxgalter.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,1
27,3,0,0,1,0,19,3,0,0,9,5.666666667,0,0,0,7,1,0,0,0,0,0,43,5,249,-1,https://onesource.ccr3i.com/aol.htm,1
32,1,1,1,11,1,21,2,1,0,18,10,9,9,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://verification-steps.cf/secure-up/,1
67,3,0,0,17,2,25,3,2,0,17,7.666666667,9,7,0,11,1,0,14,1,3,0,164,4,602,-1,http://www.contempaesthetics.org/newvolume/pages/article.php?articleID=299,0
66,7,0,0,7,2,19,3,2,0,8,5.666666667,3,2,0,9,1,0,31,2,13,0,12,0,4,0,http://msxserve.myfcmb.com/dcm/g/index.php?email=&amp;.rand=13inboxlig...,1
25,1,0,0,17,2,7,2,2,0,4,3,10,7,0,1,0,0,0,0,0,0,-1,-1,-1,-1,http://inew.ro/downloader/skin/r,1
18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,165,63,303,10023,http://broadwayworld.com/,0
50,6,1,0,6,1,29,3,1,0,22,9,4,4,0,11,1,0,4,1,0,0,-1,-1,-1,-1,http://silveirapiresadvogados.com.br/test/confirm.php?...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,227,97,363,-1,http://www.theauroragrp.com/,0
53,5,0,1,1,0,25,2,0,0,21,12,0,0,0,0,0,0,27,1,20,0,2,10,71,-1,http://weryfikacja-centrum24.xyz/?email=abuse@dfgdfgdf.pl...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,261,75,836,89507,http://www.amazon.com/,0
27,1,0,0,15,2,12,2,2,0,8,5.5,8,6,0,0,0,0,0,0,0,0,3,9,27,-1,http://uwasaleh.org/aluminum/gtex/,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,218,32,839,-1,http://www.chocolatechocolate.com/,0
66,5,0,0,25,4,10,3,4,0,3,2.666666667,9,5,0,31,3,0,0,0,0,0,148,8,156,-1,http://www.ilc.pl/ep/documents/document/0/9ad0d29931e8511fe5ed46e88080...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,280,56,274,-1,http://www.sunlife.com/,0
35,4,0,0,1,0,16,4,0,0,6,3.25,0,0,0,12,1,0,6,1,1,0,-1,-1,-1,-1,http://www.emboss.co.nz/products.php?pid=2,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,210,6,2354,-1,http://www.morgancom.com/,0
60,5,0,0,30,3,20,3,3,0,12,6,10,8.666666667,0,10,3,0,0,0,0,0,5,7,142,-1,http://www.chandelshops.com/catalog/controller/affiliate/dropbox...,1
66,5,0,0,19,2,12,3,2,0,5,3.333333333,8,8,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.mista.eu/phpThumb/document/47dd6b72d72870d2a4d81297e00ead5c...,1
48,3,0,0,23,1,25,4,1,0,8,5.5,21,21,0,0,0,0,0,0,0,0,277,23,43,1043,http://www.journals.elsevier.com/biophysical-chemistry/,0
66,5,0,0,14,2,18,2,2,0,14,8.5,8,5.5,0,34,3,0,0,0,0,0,37,59,36,-1,http://hotelabhashree.com/img/icon.png/43a79847e9ad2dae05f95a4cd4c3492...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,191,13,184,10036,http://www.hbosouthasia.com/,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,209,31,2587,-1,http://www.cbiz.com/,0
48,7,0,0,10,1,20,4,1,0,9,4.25,8,8,0,18,4,0,0,0,0,0,-1,-1,-1,-1,http://www.bundypets.com.au/validate/revalidate.html...,1
66,6,0,0,28,4,17,4,4,0,6,3.5,7,5.75,0,21,3,0,0,0,0,0,-1,-1,-1,-1,http://www.adicon.com.cn/images/qkfiles/201507/Home/468bd952cbfadbd44e...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,140,4,283,71,http://www.anfieldroad.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,140,4,229,-1,http://www.artisanscup.com/,0
66,4,0,0,30,4,27,2,4,0,23,13,7,6.25,0,9,3,0,0,0,0,0,33,3,267,526,http://elliotlakeentertainment.com/images/images/google/docsign/ef358e...,1
20,2,0,1,1,0,19,3,0,0,12,5.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.enhance-auto.jp/,0
66,7,0,1,0,0,66,5,0,0,34,11.8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://paypal.com-webapps.mpp.a06d5zc40ad5e6zr6fef06a40vc2be7a04.gsemp...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,204,0,81,-1,http://www.tcbsupply.com/,0
42,5,0,0,18,3,17,5,3,0,4,2.6,6,4.666666667,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.kent.ac.uk/people/staff/rej/gc.html,0
66,5,1,1,1,0,30,3,0,0,13,9.333333333,0,0,0,35,3,0,0,0,0,0,73,23,5,0,http://update-info.inkluzijakurs.info/b3595f6deb30663cb3311ca5bbd6830d...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,208,20,744,-1,http://www.b4utv.com/,0
45,6,0,0,11,1,22,3,1,0,14,6.666666667,9,9,0,12,4,0,0,0,0,0,8,40,0,431,http://www.777classifieds.com/templates/olaa.html...,1
19,3,0,0,1,0,18,4,0,0,8,3.75,0,0,0,0,0,0,0,0,0,0,231,57,642,-1,http://www.whittard.co.uk/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,144,12,112,-1,http://www.databasedir.com/,0
66,5,0,0,30,4,22,3,4,0,14,6.666666667,9,6.25,0,14,3,0,0,0,0,0,44,4,230,-1,http://www.iofferauctions.com/wp-admin/network/documents/0/b4ddd630a83...,1
33,2,0,0,8,2,19,3,2,0,12,5.666666667,3,2.5,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://stampamoveis.com.br/js/lib/dropbx,1
66,4,0,0,31,3,9,2,3,0,6,4,10,9,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://kenner.pl/components/com_mailto/helpers/D22E0C4D5D2626FF635D398...,1
59,10,0,0,42,1,14,3,1,0,7,4,40,40,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://topmiss.com.br/usaa.com.online.payment.verification.com/...,1
35,3,0,0,13,2,22,4,2,0,11,4.75,7,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.sumidasushi.com.br/pdf/Archive/,1
25,2,0,0,13,1,12,3,1,0,4,3.333333333,11,11,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.osti.gov/energyfiles/,0
66,11,1,0,4,1,17,2,1,0,13,8,2,2,0,45,10,0,0,0,0,0,76,8,108,-1,http://asiaformation.com/js/secure.paypal.com.signin.US.locale.xenUS.c...,1
25,1,0,0,16,2,9,2,2,0,5,4,7,6.5,0,0,0,0,0,0,0,0,175,5,199,-1,http://jhs82.com/images/dropbox/,1
59,4,0,0,38,2,18,2,2,0,14,8.5,32,17.5,0,3,3,0,0,0,0,0,109,11,56,93406,http://patricktyrrell.com/ama/1793bc722a6df7447107c3b4b7dbec55/...,1
35,3,0,0,8,1,17,3,1,0,9,5,6,6,0,10,1,0,0,0,0,0,165,27,936,-1,http://www.russinoff.com/papers/gauss.html,0
11,1,0,0,1,0,10,2,0,0,6,4.5,0,0,0,0,0,0,0,0,0,0,149,79,1103,-1,http://lolacc.com/,0
23,2,0,0,1,0,22,3,0,0,15,6.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cuisinedefrance.ie/,0
66,5,1,0,33,1,23,3,1,0,15,7,31,31,0,10,3,0,0,0,0,0,17,7,159,-1,http://www.perlabsshipping.com/update-your-account-information/4f1f153...,1
51,6,1,0,14,1,34,4,1,0,19,7.75,12,12,0,3,3,0,0,0,0,0,95,1,331,510178,http://www.fbcancelblockcode13.fnhost.org/confirmation/...,1
46,6,1,1,1,0,20,3,0,0,14,6,0,0,0,25,4,1,0,0,0,0,-1,-1,-1,-1,http://pagefb-confirm.at.ua/confirmation-page.html...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,101,3,483,-1,http://www.thischickbakes.com/,0
66,5,0,0,48,6,15,3,6,0,7,4.333333333,10,6.833333333,0,3,3,0,0,0,0,0,173,19,165,-1,http://www.gbgarts.com/components/com_mailto/views/mailto/tmpl/pulign/...,1
28,2,0,0,6,1,11,3,1,0,4,3,4,4,0,11,0,0,0,0,0,0,-1,-1,-1,-1,http://www.naas.ae/acct/googledrive,1
60,5,0,0,5,1,18,2,1,0,14,8.5,3,3,0,13,1,1,24,2,10,0,87,33,1672,-1,http://uppermcdonalds.com/xlx/connect_i.php?n=1774256418&amp;amp...,1
14,1,0,0,1,0,13,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,133,11,403,92821,http://citymancs.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,114,17,487,-1,http://www.indiastudychannel.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,181,11,58,691505,http://www.educationobserver.com/,0
44,5,0,0,17,2,16,2,2,0,13,7.5,10,7,0,11,4,0,0,0,0,0,-1,-1,-1,-1,http://houseportrait.eu/blog/wp-content/rss.html...,1
20,3,0,0,1,0,19,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.unionmax.com.hk/,0
12,2,0,0,1,0,11,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,261,70,669,98052,http://www.msn.com/,0
18,2,0,1,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,222,30,60,-1,http://www.wine-cask.com/,0
30,2,0,0,17,1,13,3,1,0,5,3.666666667,15,15,0,0,0,0,0,0,0,0,7,5,199,-1,http://www.au699.com/londonfinancial/,1
50,5,1,0,27,3,20,2,3,0,16,9.5,8,7.666666667,0,3,3,0,0,0,0,0,41,12,188,-1,http://citimarineyachts.com/activate/account/usaa.com/...,1
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,199,5,212,-1,http://www.chocolatenecessities.com/,0
66,4,0,0,43,3,12,2,3,0,8,5.5,23,13,0,11,3,0,0,0,0,0,20,4,619,-1,http://gosgmart.com/download/includes/directiondereboursement/redirect...,1
50,4,0,0,37,4,10,2,4,0,7,4.5,8,8,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://osscamp.pl/poeosias/xskkswee/oeidppda/doeiidas/...,1
